activity_id,assay_id,standard_type,pchembl_value,tid,target_type,pref_name,class_level,lotus_id,pathway,superclass,class,pathway_superclass
64919,89079,IC50,8.3,10039,SINGLE PROTEIN,Secreted protein,1.0,LTS0027969,Amino acids and Peptides,Oligopeptides,Cyclic peptides,"Amino acids and Peptides, Oligopeptides"
92301,158323,Ki,8.3,12507,SINGLE PROTEIN,Prostanoid receptor,5.0,LTS0013565,Fatty acids,Eicosanoids,Isoprostanes,"Fatty acids, Eicosanoids"
18706868,1784662,EC50,8.3,174,SINGLE PROTEIN,Nuclear hormone receptor subfamily 3 group A member 2,5.0,LTS0058527,Shikimates and Phenylpropanoids,Flavonoids,Flavanones,"Shikimates and Phenylpropanoids, Flavonoids"
5058899,688839,Potency,8.3,17045,SINGLE PROTEIN,Cytochrome P450 3A4,5.0,LTS0145461,Shikimates and Phenylpropanoids,Flavonoids,Chalcones,"Shikimates and Phenylpropanoids, Flavonoids"
5298979,736246,IC50,8.3,103952,SINGLE PROTEIN,Hydrolase,2.0,LTS0098111,Alkaloids,Lysine alkaloids,Indolizidine alkaloids,"Alkaloids, Lysine alkaloids"
19260506,1901786,Ki,8.3,10278,SINGLE PROTEIN,Lyase,2.0,LTS0114521,Shikimates and Phenylpropanoids,Diarylheptanoids,Linear diarylheptanoids,"Shikimates and Phenylpropanoids, Diarylheptanoids"
3928163,688724,Potency,8.3,103069,SINGLE PROTEIN,Phosphodiesterase,2.0,LTS0257248,Shikimates and Phenylpropanoids,Isoflavonoids,Isoflavanones,"Shikimates and Phenylpropanoids, Isoflavonoids"
478953,33532,Ki,8.3,218,SINGLE PROTEIN,Adrenergic receptor,5.0,LTS0066962,Alkaloids,Tryptophan alkaloids,Corynanthe type,"Alkaloids, Tryptophan alkaloids"
9616706,809185,Ki,8.3,30025,SINGLE PROTEIN,STE protein kinase PAKA subfamily,6.0,LTS0133000,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
9661477,809274,Ki,8.3,10979,SINGLE PROTEIN,Tyrosine protein kinase VEGFR family,5.0,LTS0133000,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
4870768,688549,Potency,8.3,20053,SINGLE PROTEIN,Transcription factor,1.0,LTS0009997,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,"Shikimates and Phenylpropanoids, Phenylpropanoids (C6-C3)"
9603110,809220,Ki,8.3,100947,SINGLE PROTEIN,STE protein kinase KHS subfamily,6.0,LTS0133000,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
534176,35981,IC50,8.3,69,SINGLE PROTEIN,Metallo protease M2 family,5.0,LTS0250872,Amino acids and Peptides,Small peptides,Dipeptides,"Amino acids and Peptides, Small peptides"
20670099,1986988,IC50,8.3,11213,SINGLE PROTEIN,Other cytosolic protein,1.0,LTS0093676,Polyketides,Macrolides,Ansa macrolides,"Polyketides, Macrolides"
694101,178942,IC50,8.3,11492,SINGLE PROTEIN,GABA-A receptor,3.0,LTS0079460,Alkaloids,Anthranilic acid alkaloids,Benzodiazepine alkaloids,"Alkaloids, Anthranilic acid alkaloids"
694726,144738,IC50,8.3,10738,SINGLE PROTEIN,Hydrolase,2.0,LTS0229483,Other,Other,Other,"Other, Other"
18999755,1842968,Ki,8.3,10209,SINGLE PROTEIN,Serotonin receptor,5.0,LTS0011527,Alkaloids,Tryptophan alkaloids,Simple indole alkaloids,"Alkaloids, Tryptophan alkaloids"
1972906,447975,IC50,8.3,108256,SINGLE PROTEIN,SLC37 family of phosphosugar/phosphate exchangers,4.0,LTS0113894,Polyketides,Polycyclic aromatic polyketides,Anthraquinones and anthrones,"Polyketides, Polycyclic aromatic polyketides"
1483849,303691,Ki,8.3,11165,SINGLE PROTEIN,Isomerase,2.0,LTS0224074,Shikimates and Phenylpropanoids,Flavonoids,Chalcones,"Shikimates and Phenylpropanoids, Flavonoids"
1509749,306800,IC50,8.3,11902,SINGLE PROTEIN,Tyrosine protein kinase Trk family,5.0,LTS0078447,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
567188,160729,Ki,8.3,12464,SINGLE PROTEIN,Cysteine protease C3A subfamily,5.0,LTS0079190,Polyketides,Linear polyketides,Open-chain polyketides,"Polyketides, Linear polyketides"
7696364,774696,IC50,8.3,12514,SINGLE PROTEIN,Adrenergic receptor,5.0,LTS0083989,Alkaloids,Tryptophan alkaloids,Ergot alkaloids,"Alkaloids, Tryptophan alkaloids"
519586,142899,Kd,8.3,10024,SINGLE PROTEIN,Nicotinic acetylcholine receptor alpha subunit,4.0,LTS0184620,Alkaloids,Ornithine alkaloids,Pyridine alkaloids,"Alkaloids, Ornithine alkaloids"
7662831,774751,IC50,8.3,72,SINGLE PROTEIN,Dopamine receptor,5.0,LTS0085308,Alkaloids,Tryptophan alkaloids,Ergot alkaloids,"Alkaloids, Tryptophan alkaloids"
9573832,809247,Ki,8.3,101014,SINGLE PROTEIN,CMGC protein kinase Dyrk1 subfamily,6.0,LTS0133000,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
2151107,466841,EC50,8.3,102909,SINGLE PROTEIN,Transcription factor,1.0,LTS0092228,Polyketides,Other,Other,"Polyketides, Other"
1059860,1062,IC50,8.3,11863,SINGLE PROTEIN,Serotonin receptor,5.0,LTS0141462,Alkaloids,Tryptophan alkaloids,Simple indole alkaloids,"Alkaloids, Tryptophan alkaloids"
1054910,146692,IC50,8.3,10528,SINGLE PROTEIN,Opioid receptor,5.0,LTS0111215,Alkaloids,Tyrosine alkaloids,Isoquinoline alkaloids,"Alkaloids, Tyrosine alkaloids"
18938819,1828456,IC50,8.3,109914,SINGLE PROTEIN,Transferase,2.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
9507134,809122,Ki,8.3,12915,SINGLE PROTEIN,Other protein kinase group,4.0,LTS0133000,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
9508115,809152,Ki,8.3,100417,SINGLE PROTEIN,TKL protein kinase STKR Type 1 subfamily,6.0,LTS0133000,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
824142,202277,IC50,8.3,11320,SINGLE PROTEIN,Enzyme,1.0,LTS0139049,Polyketides,Linear polyketides,Open-chain polyketides,"Polyketides, Linear polyketides"
7987294,795668,Ki,8.3,12507,SINGLE PROTEIN,Prostanoid receptor,5.0,LTS0074404,Fatty acids,Eicosanoids,Isoprostanes,"Fatty acids, Eicosanoids"
14724457,1364373,Ki,8.3,10329,SINGLE PROTEIN,Prostanoid receptor,5.0,LTS0074404,Fatty acids,Eicosanoids,Isoprostanes,"Fatty acids, Eicosanoids"
9561860,809156,Ki,8.3,12944,SINGLE PROTEIN,AGC protein kinase p70 subfamily,6.0,LTS0133000,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
9570236,809157,Ki,8.3,11785,SINGLE PROTEIN,Tyrosine protein kinase Src family,5.0,LTS0133000,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
7598716,774554,Kd,8.29,12915,SINGLE PROTEIN,Other protein kinase group,4.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
7662757,774697,IC50,8.29,12474,SINGLE PROTEIN,Adrenergic receptor,5.0,LTS0085308,Alkaloids,Tryptophan alkaloids,Ergot alkaloids,"Alkaloids, Tryptophan alkaloids"
18939046,1828671,IC50,8.28,30044,SINGLE PROTEIN,STE protein kinase PAKB subfamily,6.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
408110,1973,EC50,8.28,10578,SINGLE PROTEIN,Serotonin receptor,5.0,LTS0141462,Alkaloids,Tryptophan alkaloids,Simple indole alkaloids,"Alkaloids, Tryptophan alkaloids"
18916046,1822229,IC50,8.28,18075,SINGLE PROTEIN,Voltage-gated sodium channel,3.0,LTS0035190,Alkaloids,Guanidine alkaloids,Tetrodotoxins,"Alkaloids, Guanidine alkaloids"
2315887,486589,Ki,8.28,100591,SINGLE PROTEIN,Hydrolase,2.0,LTS0101505,Alkaloids,Ornithine alkaloids,Pyrrolidine alkaloids,"Alkaloids, Ornithine alkaloids"
648849,2008,Ki,8.27,105,SINGLE PROTEIN,Serotonin receptor,5.0,LTS0011527,Alkaloids,Tryptophan alkaloids,Simple indole alkaloids,"Alkaloids, Tryptophan alkaloids"
2900488,587090,Kd,8.27,101317,SINGLE PROTEIN,CAMK protein kinase MARK subfamily,6.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
7698482,774752,IC50,8.27,130,SINGLE PROTEIN,Dopamine receptor,5.0,LTS0083989,Alkaloids,Tryptophan alkaloids,Ergot alkaloids,"Alkaloids, Tryptophan alkaloids"
2609890,542628,Kd,8.27,11213,SINGLE PROTEIN,Other cytosolic protein,1.0,LTS0063892,Polyketides,Macrolides,Ansa macrolides,"Polyketides, Macrolides"
18383772,1730925,IC50,8.27,11359,SINGLE PROTEIN,Phosphodiesterase 4D,4.0,LTS0198668,Shikimates and Phenylpropanoids,Flavonoids,Flavones,"Shikimates and Phenylpropanoids, Flavonoids"
2232328,513368,Ki,8.27,10280,SINGLE PROTEIN,Histamine receptor,5.0,LTS0085117,Alkaloids,Pseudoalkaloids (transamidation),Steroidal alkaloids,"Alkaloids, Pseudoalkaloids (transamidation)"
19132202,1873767,IC50,8.26,43,SINGLE PROTEIN,Adrenergic receptor,5.0,LTS0043169,Alkaloids,Pseudoalkaloids,Phenylalanine-derived alkaloids,"Alkaloids, Pseudoalkaloids"
18925208,1824699,Ki,8.26,11085,SINGLE PROTEIN,Melatonin receptor,5.0,LTS0061138,Alkaloids,Tryptophan alkaloids,Simple indole alkaloids,"Alkaloids, Tryptophan alkaloids"
10959285,830321,Kd,8.26,106661,SINGLE PROTEIN,Cysteine protease C3A subfamily,5.0,LTS0029112,Alkaloids,Other,Other,"Alkaloids, Other"
18432418,1740160,IC50,8.26,12670,SINGLE PROTEIN,Tyrosine protein kinase PDGFR family,5.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
282736,2011,Ki,8.26,105,SINGLE PROTEIN,Serotonin receptor,5.0,LTS0141462,Alkaloids,Tryptophan alkaloids,Simple indole alkaloids,"Alkaloids, Tryptophan alkaloids"
18939011,1828640,IC50,8.26,10277,SINGLE PROTEIN,STE protein kinase MST subfamily,6.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
19491368,1936697,EC50,8.26,119204,SINGLE PROTEIN,Family A G protein-coupled receptor,2.0,LTS0057775,Fatty acids,Fatty Acids and Conjugates,Dicarboxylic acids,"Fatty acids, Fatty Acids and Conjugates"
3652829,688422,Potency,8.25,103668,SINGLE PROTEIN,Other nuclear protein,1.0,LTS0163480,Polyketides,Polycyclic aromatic polyketides,Anthraquinones and anthrones,"Polyketides, Polycyclic aromatic polyketides"
3664554,688422,Potency,8.25,103668,SINGLE PROTEIN,Other nuclear protein,1.0,LTS0145183,Alkaloids,Tryptophan alkaloids,Carboline alkaloids,"Alkaloids, Tryptophan alkaloids"
3643651,688422,Potency,8.25,103668,SINGLE PROTEIN,Other nuclear protein,1.0,LTS0142947,Amino acids and Peptides,Small peptides,Aminoacids,"Amino acids and Peptides, Small peptides"
16510020,1563479,Ki,8.25,88,SINGLE PROTEIN,Dopamine receptor,5.0,LTS0242646,Alkaloids,Tyrosine alkaloids,Isoquinoline alkaloids,"Alkaloids, Tyrosine alkaloids"
7615375,774688,IC50,8.25,10576,SINGLE PROTEIN,Serotonin receptor,5.0,LTS0062623,Alkaloids,Tryptophan alkaloids,Ergot alkaloids,"Alkaloids, Tryptophan alkaloids"
7598751,774589,Kd,8.25,30042,SINGLE PROTEIN,Other protein kinase NAK family,5.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
3905669,688816,Potency,8.25,103665,SINGLE PROTEIN,Tudor domain,4.0,LTS0155034,Terpenoids,Sesquiterpenoids,Pseudoguaiane sesquiterpenoids,"Terpenoids, Sesquiterpenoids"
3655867,688422,Potency,8.25,103668,SINGLE PROTEIN,Other nuclear protein,1.0,LTS0014169,Terpenoids,Other,Other,"Terpenoids, Other"
1214539,35230,IC50,8.25,12568,SINGLE PROTEIN,Metallo protease M2 family,5.0,LTS0144300,Amino acids and Peptides,Other,Other,"Amino acids and Peptides, Other"
22484836,2034212,IC50,8.24,10893,SINGLE PROTEIN,Structural protein,1.0,LTS0179338,Shikimates and Phenylpropanoids,Stilbenoids,Monomeric stilbenes,"Shikimates and Phenylpropanoids, Stilbenoids"
2450153,487958,Ki,8.24,12900,SINGLE PROTEIN,Kainate receptor,4.0,LTS0082507,Amino acids and Peptides,Small peptides,Aminoacids,"Amino acids and Peptides, Small peptides"
3418494,653105,Ki,8.24,102690,SINGLE PROTEIN,Steroid-like ligand receptor,5.0,LTS0165831,Terpenoids,Steroids,Estrane steroids,"Terpenoids, Steroids"
944240,222077,IC50,8.24,100044,SINGLE PROTEIN,Opioid receptor,5.0,LTS0089607,Amino acids and Peptides,Oligopeptides,RiPPs,"Amino acids and Peptides, Oligopeptides"
18706596,1784579,IC50,8.24,11149,SINGLE PROTEIN,AGC protein kinase ROCK subfamily,6.0,LTS0248399,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
341395,124014,IC50,8.22,11638,SINGLE PROTEIN,CMGC protein kinase ERK subfamily,6.0,LTS0013290,Alkaloids,Other,Other,"Alkaloids, Other"
18938932,1828564,IC50,8.22,103062,SINGLE PROTEIN,AGC protein kinase GRK subfamily,6.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
7987262,795666,Ki,8.22,10613,SINGLE PROTEIN,Prostanoid receptor,5.0,LTS0074404,Fatty acids,Eicosanoids,Isoprostanes,"Fatty acids, Eicosanoids"
6356098,769754,Ki,8.22,105,SINGLE PROTEIN,Serotonin receptor,5.0,LTS0042813,Alkaloids,Tryptophan alkaloids,Ergot alkaloids,"Alkaloids, Tryptophan alkaloids"
15742086,1521715,Ki,8.22,103571,SINGLE PROTEIN,Histamine receptor,5.0,LTS0016235,Alkaloids,Histidine alkaloids,Imidazole alkaloids,"Alkaloids, Histidine alkaloids"
1023967,154486,Ki,8.22,10257,SINGLE PROTEIN,Isomerase,2.0,LTS0027969,Amino acids and Peptides,Oligopeptides,Cyclic peptides,"Amino acids and Peptides, Oligopeptides"
2151109,466841,EC50,8.22,102909,SINGLE PROTEIN,Transcription factor,1.0,LTS0185950,Polyketides,Other,Other,"Polyketides, Other"
16863618,1637162,IC50,8.22,104371,SINGLE PROTEIN,Voltage-gated sodium channel,3.0,LTS0035190,Alkaloids,Guanidine alkaloids,Tetrodotoxins,"Alkaloids, Guanidine alkaloids"
2432014,484347,IC50,8.22,11320,SINGLE PROTEIN,Enzyme,1.0,LTS0144065,Polyketides,Linear polyketides,Open-chain polyketides,"Polyketides, Linear polyketides"
1123811,144456,IC50,8.22,10441,SINGLE PROTEIN,Metallo protease M13 family,5.0,LTS0250969,Amino acids and Peptides,Small peptides,Dipeptides,"Amino acids and Peptides, Small peptides"
2424562,546429,IC50,8.22,47,SINGLE PROTEIN,Acetylcholine receptor,5.0,LTS0014192,Alkaloids,Guanidine alkaloids,Acyclic guanidine alkaloids,"Alkaloids, Guanidine alkaloids"
1166879,68602,IC50,8.22,11492,SINGLE PROTEIN,GABA-A receptor,3.0,LTS0006526,Alkaloids,Other,Other,"Alkaloids, Other"
12662443,940756,IC50,8.22,10133,SINGLE PROTEIN,Nuclear hormone receptor subfamily 3 group B member 1,5.0,LTS0165831,Terpenoids,Steroids,Estrane steroids,"Terpenoids, Steroids"
18500934,1754503,EC50,8.22,103134,SINGLE PROTEIN,Enzyme,1.0,LTS0087209,Terpenoids,Sesquiterpenoids,Guaiane sesquiterpenoids,"Terpenoids, Sesquiterpenoids"
2033404,456159,Ki,8.22,10294,SINGLE PROTEIN,Cannabinoid receptor,5.0,LTS0059445,Polyketides,Other,Other,"Polyketides, Other"
12524435,921482,IC50,8.22,12932,SINGLE PROTEIN,Oxidoreductase,2.0,LTS0052364,Polyketides,Linear polyketides,Open-chain polyketides,"Polyketides, Linear polyketides"
2450147,487957,Ki,8.22,11762,SINGLE PROTEIN,Kainate receptor,4.0,LTS0245308,Alkaloids,Ornithine alkaloids,Other,"Alkaloids, Ornithine alkaloids"
1926391,445865,IC50,8.21,25,SINGLE PROTEIN,Nuclear hormone receptor subfamily 3 group C member 1,5.0,LTS0229677,Alkaloids,Other,Other,"Alkaloids, Other"
825778,148703,IC50,8.21,10529,SINGLE PROTEIN,Opioid receptor,5.0,LTS0089607,Amino acids and Peptides,Oligopeptides,RiPPs,"Amino acids and Peptides, Oligopeptides"
17987984,1650509,Ki,8.21,88,SINGLE PROTEIN,Dopamine receptor,5.0,LTS0133546,Alkaloids,Tyrosine alkaloids,Isoquinoline alkaloids,"Alkaloids, Tyrosine alkaloids"
20712948,1995748,EC50,8.21,11,SINGLE PROTEIN,Serine protease S1A subfamily,5.0,LTS0118570,Amino acids and Peptides,Small peptides,Aminoacids,"Amino acids and Peptides, Small peptides"
9520367,809147,Ki,8.2,10696,SINGLE PROTEIN,AGC protein kinase AKT family,5.0,LTS0133000,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
4834658,688549,Potency,8.2,20053,SINGLE PROTEIN,Transcription factor,1.0,LTS0122434,Shikimates and Phenylpropanoids,Other,Other,"Shikimates and Phenylpropanoids, Other"
4822741,688549,Potency,8.2,20053,SINGLE PROTEIN,Transcription factor,1.0,LTS0177566,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,"Shikimates and Phenylpropanoids, Phenylpropanoids (C6-C3)"
4522351,688293,Potency,8.2,11638,SINGLE PROTEIN,CMGC protein kinase ERK subfamily,6.0,LTS0204367,Alkaloids,Tyrosine alkaloids,Amarylidaceae alkaloids,"Alkaloids, Tyrosine alkaloids"
9635566,809260,Ki,8.2,11752,SINGLE PROTEIN,Tyrosine protein kinase VEGFR family,5.0,LTS0133000,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
9630175,809236,Ki,8.2,10980,SINGLE PROTEIN,Tyrosine protein kinase VEGFR family,5.0,LTS0133000,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
4874554,688549,Potency,8.2,20053,SINGLE PROTEIN,Transcription factor,1.0,LTS0126570,Fatty acids,Fatty Acids and Conjugates,Other,"Fatty acids, Fatty Acids and Conjugates"
9515886,809140,Ki,8.2,11409,SINGLE PROTEIN,STE protein kinase STE7 family,5.0,LTS0133000,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
9587386,809205,Ki,8.2,11902,SINGLE PROTEIN,Tyrosine protein kinase Trk family,5.0,LTS0133000,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
9586774,809193,Ki,8.2,11842,SINGLE PROTEIN,Tyrosine protein kinase Src family,5.0,LTS0133000,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
7662761,774699,IC50,8.2,52,SINGLE PROTEIN,Adrenergic receptor,5.0,LTS0085308,Alkaloids,Tryptophan alkaloids,Ergot alkaloids,"Alkaloids, Tryptophan alkaloids"
5069348,688885,Potency,8.2,12911,SINGLE PROTEIN,Cytochrome P450 2C9,5.0,LTS0168120,Polyketides,Aromatic polyketides,Depsides and depsidones,"Polyketides, Aromatic polyketides"
449269,140882,Ki,8.2,100,SINGLE PROTEIN,SLC06 neurotransmitter transporter family,4.0,LTS0261727,Alkaloids,Tyrosine alkaloids,Aporphine alkaloids,"Alkaloids, Tyrosine alkaloids"
393662,221941,Ki,8.2,10529,SINGLE PROTEIN,Opioid receptor,5.0,LTS0111215,Alkaloids,Tyrosine alkaloids,Isoquinoline alkaloids,"Alkaloids, Tyrosine alkaloids"
3643999,688422,Potency,8.2,103668,SINGLE PROTEIN,Other nuclear protein,1.0,LTS0208295,Shikimates and Phenylpropanoids,Flavonoids,Other,"Shikimates and Phenylpropanoids, Flavonoids"
2138210,474621,EC50,8.2,226,SINGLE PROTEIN,Adrenergic receptor,5.0,LTS0169380,Alkaloids,Tyrosine alkaloids,Phenylethylamines,"Alkaloids, Tyrosine alkaloids"
238643,33479,Ki,8.2,52,SINGLE PROTEIN,Adrenergic receptor,5.0,LTS0036822,Alkaloids,Tyrosine alkaloids,Phenylethylamines,"Alkaloids, Tyrosine alkaloids"
565755,87060,Ki,8.2,11300,SINGLE PROTEIN,Histamine receptor,5.0,LTS0016235,Alkaloids,Histidine alkaloids,Imidazole alkaloids,"Alkaloids, Histidine alkaloids"
3292348,629245,EC50,8.2,10260,SINGLE PROTEIN,Transient receptor potential channel,3.0,LTS0185980,Shikimates and Phenylpropanoids,Other,Other,"Shikimates and Phenylpropanoids, Other"
1004736,147186,Ki,8.19,10526,SINGLE PROTEIN,Opioid receptor,5.0,LTS0046174,Amino acids and Peptides,Oligopeptides,RiPPs,"Amino acids and Peptides, Oligopeptides"
151993,148991,Ki,8.19,10529,SINGLE PROTEIN,Opioid receptor,5.0,LTS0175846,Alkaloids,Tyrosine alkaloids,Isoquinoline alkaloids,"Alkaloids, Tyrosine alkaloids"
22986925,2093130,IC50,8.19,93,SINGLE PROTEIN,Hydrolase,2.0,LTS0250433,Shikimates and Phenylpropanoids,Coumarins,Pyranocoumarins,"Shikimates and Phenylpropanoids, Coumarins"
6211710,749161,Ki,8.19,11635,SINGLE PROTEIN,AGC protein kinase PKC alpha subfamily,6.0,LTS0029561,Terpenoids,Diterpenoids,Tetracyclic diterpenoids,"Terpenoids, Diterpenoids"
7673526,774690,IC50,8.19,107,SINGLE PROTEIN,Serotonin receptor,5.0,LTS0042813,Alkaloids,Tryptophan alkaloids,Ergot alkaloids,"Alkaloids, Tryptophan alkaloids"
317253,48494,IC50,8.18,10498,SINGLE PROTEIN,Cysteine protease C1A family,5.0,LTS0072987,Amino acids and Peptides,Small peptides,Other,"Amino acids and Peptides, Small peptides"
2155709,466706,Kd,8.18,12643,SINGLE PROTEIN,Secreted protein,1.0,LTS0023699,Terpenoids,Steroids,Estrane steroids,"Terpenoids, Steroids"
12698239,942282,Ki,8.18,88,SINGLE PROTEIN,Dopamine receptor,5.0,LTS0221189,Alkaloids,Tyrosine alkaloids,Isoquinoline alkaloids,"Alkaloids, Tyrosine alkaloids"
421389,142799,IC50,8.18,100,SINGLE PROTEIN,SLC06 neurotransmitter transporter family,4.0,LTS0029901,Alkaloids,Tyrosine alkaloids,Phenylethylamines,"Alkaloids, Tyrosine alkaloids"
15762384,1525144,IC50,8.17,93,SINGLE PROTEIN,Hydrolase,2.0,LTS0055384,Terpenoids,Meroterpenoids,Triketide meroterpenoids,"Terpenoids, Meroterpenoids"
6261560,753564,IC50,8.17,100325,SINGLE PROTEIN,Transcription factor,1.0,LTS0212179,Shikimates and Phenylpropanoids,Isoflavonoids,2-arylbenzofurans,"Shikimates and Phenylpropanoids, Isoflavonoids"
6261576,753564,IC50,8.17,100325,SINGLE PROTEIN,Transcription factor,1.0,LTS0076542,Shikimates and Phenylpropanoids,Isoflavonoids,2-arylbenzofurans,"Shikimates and Phenylpropanoids, Isoflavonoids"
7700641,774715,IC50,8.17,227,SINGLE PROTEIN,Serotonin receptor,5.0,LTS0083989,Alkaloids,Tryptophan alkaloids,Ergot alkaloids,"Alkaloids, Tryptophan alkaloids"
18939061,1828686,IC50,8.17,11970,SINGLE PROTEIN,AGC protein kinase PKA family,5.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
7612474,774696,IC50,8.16,12514,SINGLE PROTEIN,Adrenergic receptor,5.0,LTS0062623,Alkaloids,Tryptophan alkaloids,Ergot alkaloids,"Alkaloids, Tryptophan alkaloids"
3663523,688422,Potency,8.15,103668,SINGLE PROTEIN,Other nuclear protein,1.0,LTS0248079,Shikimates and Phenylpropanoids,Coumarins,Furocoumarins,"Shikimates and Phenylpropanoids, Coumarins"
2890989,586989,Kd,8.15,11908,SINGLE PROTEIN,STE protein kinase PAKA subfamily,6.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
16511110,1564320,IC50,8.15,109850,SINGLE PROTEIN,Neuropeptide receptor,5.0,LTS0064467,Amino acids and Peptides,Small peptides,Dipeptides,"Amino acids and Peptides, Small peptides"
3654431,688422,Potency,8.15,103668,SINGLE PROTEIN,Other nuclear protein,1.0,LTS0017449,Shikimates and Phenylpropanoids,Other,Other,"Shikimates and Phenylpropanoids, Other"
3290718,630232,IC50,8.15,65,SINGLE PROTEIN,Cytochrome P450 19A1,5.0,LTS0215140,Terpenoids,Sesquiterpenoids,Guaiane sesquiterpenoids,"Terpenoids, Sesquiterpenoids"
694333,98393,Kd,8.15,11099,SINGLE PROTEIN,Pore-forming toxins (proteins and peptides),3.0,LTS0273127,Shikimates and Phenylpropanoids,Other,Other,"Shikimates and Phenylpropanoids, Other"
18095607,1671089,IC50,8.15,10532,SINGLE PROTEIN,Hydrolase,2.0,LTS0215580,Other,Other,Other,"Other, Other"
3591569,687675,IC50,8.15,56,SINGLE PROTEIN,Nuclear hormone receptor subfamily 3 group C member 4,5.0,LTS0114608,Terpenoids,Steroids,Estrane steroids,"Terpenoids, Steroids"
12116767,864983,EC50,8.15,104570,SINGLE PROTEIN,Hydrolase,2.0,LTS0219624,Shikimates and Phenylpropanoids,Flavonoids,Flavandiols (Leucoanthocyanidins),"Shikimates and Phenylpropanoids, Flavonoids"
3624111,688422,Potency,8.15,103668,SINGLE PROTEIN,Other nuclear protein,1.0,LTS0082144,Alkaloids,Pseudoalkaloids,Purine alkaloids,"Alkaloids, Pseudoalkaloids"
12510419,915450,IC50,8.15,100148,SINGLE PROTEIN,Nicotinic acetylcholine receptor alpha subunit,4.0,LTS0184620,Alkaloids,Ornithine alkaloids,Pyridine alkaloids,"Alkaloids, Ornithine alkaloids"
4937940,688600,Potency,8.15,103670,SINGLE PROTEIN,Enzyme,1.0,LTS0255168,Terpenoids,Steroids,Estrane steroids,"Terpenoids, Steroids"
18520149,1758664,EC50,8.15,19,SINGLE PROTEIN,Nuclear hormone receptor subfamily 3 group A member 1,5.0,LTS0058527,Shikimates and Phenylpropanoids,Flavonoids,Flavanones,"Shikimates and Phenylpropanoids, Flavonoids"
69891,161777,IC50,8.15,12649,SINGLE PROTEIN,Serine/threonine protein phosphatase,4.0,LTS0001343,Polyketides,Polyethers,Polyether ionophores,"Polyketides, Polyethers"
5166004,714791,IC50,8.15,179,SINGLE PROTEIN,Leukotriene receptor,5.0,LTS0050236,Fatty acids,Eicosanoids,Leukotrienes,"Fatty acids, Eicosanoids"
3672665,688447,Potency,8.15,11531,SINGLE PROTEIN,Other cytosolic protein,1.0,LTS0027630,Alkaloids,Other,Other,"Alkaloids, Other"
